Name,Team,League,Age,Goals,Assists,ProgP,SoT,G/Sh,SCA,PassesPA,KP,Creation Rank,Scoring Rank
Brian Rubio,Mazatlán,LigaMX,25,0,0,13,4,0.38,14,2,7,3374.5,1681.0
Brian Rubio,León,LigaMX,25,3,1,17,7,0.0,15,2,4,2841.5,1562.5
Brian Rubio,León,LigaMX,25,3,1,17,7,0.0,15,2,7,2678.0,1562.5
Brian Rubio,León,LigaMX,25,3,1,17,7,0.0,14,2,4,2841.5,1562.5
Brian Rubio,León,LigaMX,25,3,1,17,7,0.0,14,2,7,2678.0,1562.5
Brian Rubio,León,LigaMX,25,3,1,17,4,0.38,15,2,4,2841.5,827.0
Brian Rubio,León,LigaMX,25,3,1,17,4,0.38,15,2,7,2678.0,827.0
Brian Rubio,León,LigaMX,25,3,1,17,4,0.38,14,2,4,2841.5,827.0
Brian Rubio,León,LigaMX,25,3,1,17,4,0.38,14,2,7,2678.0,827.0
Bruno Valdez,América,LigaMX,29,0,1,12,0,0.0,6,1,3,3190.5,3358.5
Bryan Colula,Mazatlán,LigaMX,26,2,1,77,4,0.14,34,18,14,1188.0,1122.0
Bryan Garnica,Necaxa,LigaMX,26,2,3,54,5,0.12,89,34,54,440.0,1085.5
Bryan González,Pachuca,LigaMX,19,0,0,6,1,0.0,4,1,1,4059.0,3042.0
Byron Castillo,León,LigaMX,23,1,1,59,4,0.13,57,26,26,950.0,1390.0
Camilo Sanvezzo,Toluca,LigaMX,34,8,3,22,14,0.11,32,12,12,1528.5,475.0
Camilo Vargas,Atlas,LigaMX,33,0,0,1,0,0,12,2,3,3913.5,3358.5
Carlos Acevedo,Santos,LigaMX,26,1,0,0,1,1.0,8,0,1,4574.0,1464.0
Carlos Alonso Vargas,Cruz Azul,LigaMX,23,0,0,0,0,0,0,0,0,4801.5,3358.5
Carlos Alonso Vargas,Cruz Azul,LigaMX,23,0,0,0,0,0,0,3,4,3830.0,3358.5
Carlos Alonso Vargas,Cruz Azul,LigaMX,23,0,0,0,0,0,14,0,0,4801.5,3358.5
Carlos Alonso Vargas,Cruz Azul,LigaMX,23,0,0,0,0,0,14,3,4,3830.0,3358.5
Carlos Alonso Vargas,Cruz Azul,LigaMX,23,0,0,0,4,0.0,0,0,0,4801.5,2641.0
Carlos Alonso Vargas,Cruz Azul,LigaMX,23,0,0,0,4,0.0,0,3,4,3830.0,2641.0
Carlos Alonso Vargas,Cruz Azul,LigaMX,23,0,0,0,4,0.0,14,0,0,4801.5,2641.0
Carlos Alonso Vargas,Cruz Azul,LigaMX,23,0,0,0,4,0.0,14,3,4,3830.0,2641.0
Carlos Alonso Vargas,Mazatlán,LigaMX,23,0,0,32,0,0,0,0,0,4009.5,3358.5
Carlos Alonso Vargas,Mazatlán,LigaMX,23,0,0,32,0,0,0,3,4,3038.0,3358.5
Carlos Alonso Vargas,Mazatlán,LigaMX,23,0,0,32,0,0,14,0,0,4009.5,3358.5
Carlos Alonso Vargas,Mazatlán,LigaMX,23,0,0,32,0,0,14,3,4,3038.0,3358.5
Carlos Alonso Vargas,Mazatlán,LigaMX,23,0,0,32,4,0.0,0,0,0,4009.5,2641.0
Carlos Alonso Vargas,Mazatlán,LigaMX,23,0,0,32,4,0.0,0,3,4,3038.0,2641.0
Carlos Alonso Vargas,Mazatlán,LigaMX,23,0,0,32,4,0.0,14,0,0,4009.5,2641.0
Carlos Alonso Vargas,Mazatlán,LigaMX,23,0,0,32,4,0.0,14,3,4,3038.0,2641.0
Carlos Baltazar,Puebla,LigaMX,25,0,0,1,0,0.0,1,0,0,4711.5,3358.5
Carlos Ernesto Cisneros,Guadalajara,LigaMX,28,4,5,55,21,0.08,54,15,29,636.0,741.0
Carlos Fierro,FC Juárez,LigaMX,28,1,0,5,1,0.25,3,0,1,4365.5,1593.0
Carlos González Espínola,Toluca,LigaMX,29,9,1,37,23,0.14,42,12,9,1737.0,366.5
Carlos Gutiérrez,UNAM,LigaMX,23,0,1,8,0,0,7,3,4,2988.0,3358.5
Carlos Guzmán,Toluca,LigaMX,28,0,0,12,1,0.0,8,0,1,4209.5,3042.0
Carlos Guzmán,Toluca,LigaMX,28,0,0,12,1,0.0,8,5,0,3829.0,3042.0
Carlos Guzmán,Toluca,LigaMX,28,0,0,12,1,0.0,6,0,1,4209.5,3042.0
Carlos Guzmán,Toluca,LigaMX,28,0,0,12,1,0.0,6,5,0,3829.0,3042.0
Carlos Guzmán,Toluca,LigaMX,28,0,0,12,0,0.0,8,0,1,4209.5,3358.5
Carlos Guzmán,Toluca,LigaMX,28,0,0,12,0,0.0,8,5,0,3829.0,3358.5
Carlos Guzmán,Toluca,LigaMX,28,0,0,12,0,0.0,6,0,1,4209.5,3358.5
Carlos Guzmán,Toluca,LigaMX,28,0,0,12,0,0.0,6,5,0,3829.0,3358.5
Carlos Guzmán,Querétaro,LigaMX,28,0,0,18,1,0.0,8,0,1,4026.5,3042.0
Carlos Guzmán,Querétaro,LigaMX,28,0,0,18,1,0.0,8,5,0,3646.0,3042.0
Carlos Guzmán,Querétaro,LigaMX,28,0,0,18,1,0.0,6,0,1,4026.5,3042.0
Carlos Guzmán,Querétaro,LigaMX,28,0,0,18,1,0.0,6,5,0,3646.0,3042.0
Carlos Guzmán,Querétaro,LigaMX,28,0,0,18,0,0.0,8,0,1,4026.5,3358.5
Carlos Guzmán,Querétaro,LigaMX,28,0,0,18,0,0.0,8,5,0,3646.0,3358.5
Carlos Guzmán,Querétaro,LigaMX,28,0,0,18,0,0.0,6,0,1,4026.5,3358.5
Carlos Guzmán,Querétaro,LigaMX,28,0,0,18,0,0.0,6,5,0,3646.0,3358.5
Carlos Moreno,Pachuca,LigaMX,24,0,0,0,0,0,0,0,0,4801.5,3358.5
Carlos Orrantía,Santos,LigaMX,31,1,5,53,2,0.17,21,14,15,917.5,1510.0
Carlos Orrantía,Santos,LigaMX,31,1,5,53,2,0.17,21,4,4,1728.5,1510.0
Carlos Orrantía,Santos,LigaMX,31,1,5,53,2,0.17,9,14,15,917.5,1510.0
Carlos Orrantía,Santos,LigaMX,31,1,5,53,2,0.17,9,4,4,1728.5,1510.0
Carlos Orrantía,Santos,LigaMX,31,1,5,53,4,0.14,21,14,15,917.5,1366.0
Carlos Orrantía,Santos,LigaMX,31,1,5,53,4,0.14,21,4,4,1728.5,1366.0
Carlos Orrantía,Santos,LigaMX,31,1,5,53,4,0.14,9,14,15,917.5,1366.0
Carlos Orrantía,Santos,LigaMX,31,1,5,53,4,0.14,9,4,4,1728.5,1366.0
Carlos Orrantía,Toluca,LigaMX,31,1,0,10,2,0.17,21,14,15,2623.0,1510.0
Carlos Orrantía,Toluca,LigaMX,31,1,0,10,2,0.17,21,4,4,3434.0,1510.0
Carlos Orrantía,Toluca,LigaMX,31,1,0,10,2,0.17,9,14,15,2623.0,1510.0
Carlos Orrantía,Toluca,LigaMX,31,1,0,10,2,0.17,9,4,4,3434.0,1510.0
Carlos Orrantía,Toluca,LigaMX,31,1,0,10,4,0.14,21,14,15,2623.0,1366.0
Carlos Orrantía,Toluca,LigaMX,31,1,0,10,4,0.14,21,4,4,3434.0,1366.0
Carlos Orrantía,Toluca,LigaMX,31,1,0,10,4,0.14,9,14,15,2623.0,1366.0
Carlos Orrantía,Toluca,LigaMX,31,1,0,10,4,0.14,9,4,4,3434.0,1366.0
Carlos Robles,Atlas,LigaMX,22,0,0,1,0,0,0,0,0,4711.5,3358.5
Carlos Rotondi,Cruz Azul,LigaMX,25,4,2,51,13,0.09,70,26,31,667.5,758.0
Carlos Salcedo,FC Juárez,LigaMX,28,0,0,97,4,0.0,26,4,6,2388.0,2641.0
Carlos Valenzuela,Tijuana,LigaMX,25,1,1,59,9,0.04,55,18,30,952.0,1379.5
Cecilio Domínguez,Santos,LigaMX,27,0,1,16,0,0.0,19,1,7,2792.5,3358.5
Celso Ortiz,Monterrey,LigaMX,33,0,4,120,3,0.0,43,8,17,885.0,2728.0
Charly Rodríguez,Cruz Azul,LigaMX,25,2,6,190,5,0.11,119,44,59,43.0,1105.5
Christian Rivera,Tijuana,LigaMX,26,0,0,23,0,0.0,11,4,7,2955.0,3358.5
Christian Rivera,Tijuana,LigaMX,26,0,0,23,0,0.0,11,9,14,2541.5,3358.5
Christian Rivera,Tijuana,LigaMX,26,0,0,23,0,0.0,42,4,7,2955.0,3358.5
Christian Rivera,Tijuana,LigaMX,26,0,0,23,0,0.0,42,9,14,2541.5,3358.5
Christian Rivera,Tijuana,LigaMX,26,0,0,23,4,0.06,11,4,7,2955.0,2201.5
Christian Rivera,Tijuana,LigaMX,26,0,0,23,4,0.06,11,9,14,2541.5,2201.5
Christian Rivera,Tijuana,LigaMX,26,0,0,23,4,0.06,42,4,7,2955.0,2201.5
Christian Rivera,Tijuana,LigaMX,26,0,0,23,4,0.06,42,9,14,2541.5,2201.5
Christian Rivera,Querétaro,LigaMX,26,1,1,71,0,0.0,11,4,7,1921.5,2824.0
Christian Rivera,Querétaro,LigaMX,26,1,1,71,0,0.0,11,9,14,1508.0,2824.0
Christian Rivera,Querétaro,LigaMX,26,1,1,71,0,0.0,42,4,7,1921.5,2824.0
Christian Rivera,Querétaro,LigaMX,26,1,1,71,0,0.0,42,9,14,1508.0,2824.0
Christian Rivera,Querétaro,LigaMX,26,1,1,71,4,0.06,11,4,7,1921.5,1667.0
Christian Rivera,Querétaro,LigaMX,26,1,1,71,4,0.06,11,9,14,1508.0,1667.0
Christian Rivera,Querétaro,LigaMX,26,1,1,71,4,0.06,42,4,7,1921.5,1667.0
Christian Rivera,Querétaro,LigaMX,26,1,1,71,4,0.06,42,9,14,1508.0,1667.0
Christian Tabó,Cruz Azul,LigaMX,28,2,0,17,7,0.1,20,9,8,2780.0,1025.5
Christopher Trejo,Atlas,LigaMX,22,2,0,28,5,0.11,36,8,14,2487.0,1105.5
Claudio Baeza,Toluca,LigaMX,28,0,2,115,1,0.0,27,3,6,1627.0,3042.0
Clifford Aboagye,Querétaro,LigaMX,27,1,2,32,1,0.33,28,11,12,1500.5,1562.0
Cornelia Jensen,Toluca,LigaMX,19,0,0,0,0,0,0,0,0,4801.5,3358.5
Cristian Arango,Pachuca,LigaMX,27,4,2,10,10,0.1,19,4,7,2456.5,736.5
Cristian Calderón,Guadalajara,LigaMX,25,1,1,60,9,0.02,53,14,25,1113.5,1410.0
Cristian Jiménez,Cruz Azul,LigaMX,20,0,0,2,0,0.0,0,0,0,4665.5,3358.5
Cándido Ramírez,FC Juárez,LigaMX,29,0,0,1,0,0.0,3,2,1,4109.0,3358.5
César Huerta,UNAM,LigaMX,21,2,2,41,16,0.05,56,19,18,1089.5,1002.0
César Montes,Monterrey,LigaMX,25,0,0,23,0,0.0,8,2,2,3444.0,3358.5
Damián Batallini,Necaxa,LigaMX,26,1,0,25,6,0.07,26,14,17,2206.5,1480.5
Dani Alves,UNAM,LigaMX,39,0,5,99,2,0.0,67,26,43,180.0,2830.0
Daniel Aguilar,Puebla,LigaMX,24,0,0,20,1,0.0,16,2,6,3243.5,3042.0
Daniel Alexis Parra,Necaxa,LigaMX,23,0,0,4,0,0.0,6,2,4,3748.5,3358.5
Daniel Armando Ríos,Guadalajara,LigaMX,27,1,1,4,4,0.07,14,3,5,3048.0,1633.5
Daniel Cervantes,Querétaro,LigaMX,32,0,0,4,0,0,1,0,0,4624.5,3358.5
Daniel Hernández,Puebla,LigaMX,20,0,0,0,0,0,0,0,0,4801.5,3358.5
Daniel Álvarez López,Toluca,LigaMX,28,1,0,10,5,0.13,9,4,4,3434.0,1316.5
Daniel Álvarez López,Toluca,LigaMX,28,1,0,10,5,0.13,9,3,9,3274.5,1316.5
Daniel Álvarez López,Toluca,LigaMX,28,1,0,10,5,0.13,16,4,4,3434.0,1316.5
Daniel Álvarez López,Toluca,LigaMX,28,1,0,10,5,0.13,16,3,9,3274.5,1316.5
Daniel Álvarez López,Toluca,LigaMX,28,1,0,10,1,0.0,9,4,4,3434.0,2507.5
Daniel Álvarez López,Toluca,LigaMX,28,1,0,10,1,0.0,9,3,9,3274.5,2507.5
Daniel Álvarez López,Toluca,LigaMX,28,1,0,10,1,0.0,16,4,4,3434.0,2507.5
Daniel Álvarez López,Toluca,LigaMX,28,1,0,10,1,0.0,16,3,9,3274.5,2507.5
Daniel Álvarez López,Puebla,LigaMX,28,0,2,14,5,0.13,9,4,4,2527.0,1851.0
Daniel Álvarez López,Puebla,LigaMX,28,0,2,14,5,0.13,9,3,9,2367.5,1851.0
Daniel Álvarez López,Puebla,LigaMX,28,0,2,14,5,0.13,16,4,4,2527.0,1851.0
Daniel Álvarez López,Puebla,LigaMX,28,0,2,14,5,0.13,16,3,9,2367.5,1851.0
Daniel Álvarez López,Puebla,LigaMX,28,0,2,14,1,0.0,9,4,4,2527.0,3042.0
Daniel Álvarez López,Puebla,LigaMX,28,0,2,14,1,0.0,9,3,9,2367.5,3042.0
Daniel Álvarez López,Puebla,LigaMX,28,0,2,14,1,0.0,16,4,4,2527.0,3042.0
Daniel Álvarez López,Puebla,LigaMX,28,0,2,14,1,0.0,16,3,9,2367.5,3042.0
Dario Lezcano,FC Juárez,LigaMX,32,4,0,6,6,0.25,9,1,3,3863.5,661.0
Darwin Machís,FC Juárez,LigaMX,29,1,0,22,3,0.0,15,4,3,3221.5,2193.5
David Alfredo Andrade,Atlético,LigaMX,29,0,0,11,0,0,10,6,4,3300.5,3358.5
David Ayala,UANL,LigaMX,22,0,0,0,0,0.0,0,0,0,4801.5,3358.5
David Barbona,Querétaro,LigaMX,27,0,0,37,3,0.0,22,10,12,2335.5,2728.0
David Cabrera Pujol,Querétaro,LigaMX,32,0,0,7,0,0,1,0,0,4529.5,3358.5
David Ochoa,Atlético,LigaMX,21,0,0,0,0,0,0,0,0,4801.5,3358.5
Denzell García,FC Juárez,LigaMX,18,1,0,45,2,0.13,21,4,5,2785.5,1579.0
Diego Barbosa,Atlas,LigaMX,25,0,0,32,4,0.0,27,10,9,2434.0,2641.0
Diego Chávez Collins,FC Juárez,LigaMX,27,1,0,0,2,0.17,10,2,4,3925.5,1510.0
Diego De Buen,Puebla,LigaMX,31,1,2,95,6,0.04,43,12,23,696.0,1575.0
Diego Gómez,Necaxa,LigaMX,18,0,0,15,1,0.0,6,1,1,3833.5,3042.0
Diego Lainez,UANL,LigaMX,22,0,0,18,3,0.0,15,6,6,2992.5,2728.0
