Name,Team,League,Age,Goals,Assists,ProgP,SoT,G/Sh,SCA,PassesPA,KP,Creation Rank,Scoring Rank
Leonardo Suárez,Santos,LigaMX,26,6,2,52,13,0.21,44,18,18,930.0,357.0
Leonardo Suárez,Santos,LigaMX,26,6,2,52,13,0.21,44,11,17,1123.0,357.0
Leonardo Suárez,Santos,LigaMX,26,6,2,52,14,0.11,38,18,18,930.0,561.0
Leonardo Suárez,Santos,LigaMX,26,6,2,52,14,0.11,38,11,17,1123.0,561.0
Leonardo Suárez,Santos,LigaMX,26,6,2,52,14,0.11,44,18,18,930.0,561.0
Leonardo Suárez,Santos,LigaMX,26,6,2,52,14,0.11,44,11,17,1123.0,561.0
Leonardo Suárez,América,LigaMX,26,3,1,31,13,0.21,38,18,18,1444.5,458.5
Leonardo Suárez,América,LigaMX,26,3,1,31,13,0.21,38,11,17,1637.5,458.5
Leonardo Suárez,América,LigaMX,26,3,1,31,13,0.21,44,18,18,1444.5,458.5
Leonardo Suárez,América,LigaMX,26,3,1,31,13,0.21,44,11,17,1637.5,458.5
Leonardo Suárez,América,LigaMX,26,3,1,31,14,0.11,38,18,18,1444.5,662.5
Leonardo Suárez,América,LigaMX,26,3,1,31,14,0.11,38,11,17,1637.5,662.5
Leonardo Suárez,América,LigaMX,26,3,1,31,14,0.11,44,18,18,1444.5,662.5
Leonardo Suárez,América,LigaMX,26,3,1,31,14,0.11,44,11,17,1637.5,662.5
Leonel López,Tijuana,LigaMX,28,0,0,44,2,0.0,32,2,15,2646.0,2830.0
Leonel López,Tijuana,LigaMX,28,0,0,44,2,0.0,32,5,29,2167.0,2830.0
Leonel López,Tijuana,LigaMX,28,0,0,44,2,0.0,48,2,15,2646.0,2830.0
Leonel López,Tijuana,LigaMX,28,0,0,44,2,0.0,48,5,29,2167.0,2830.0
Leonel López,Tijuana,LigaMX,28,0,0,44,4,0.0,32,2,15,2646.0,2641.0
Leonel López,Tijuana,LigaMX,28,0,0,44,4,0.0,32,5,29,2167.0,2641.0
Leonel López,Tijuana,LigaMX,28,0,0,44,4,0.0,48,2,15,2646.0,2641.0
Leonel López,Tijuana,LigaMX,28,0,0,44,4,0.0,48,5,29,2167.0,2641.0
Leonel López,UNAM,LigaMX,28,0,4,82,2,0.0,32,2,15,1415.0,2830.0
Leonel López,UNAM,LigaMX,28,0,4,82,2,0.0,32,5,29,936.0,2830.0
Leonel López,UNAM,LigaMX,28,0,4,82,2,0.0,48,2,15,1415.0,2830.0
Leonel López,UNAM,LigaMX,28,0,4,82,2,0.0,48,5,29,936.0,2830.0
Leonel López,UNAM,LigaMX,28,0,4,82,4,0.0,32,2,15,1415.0,2641.0
Leonel López,UNAM,LigaMX,28,0,4,82,4,0.0,32,5,29,936.0,2641.0
Leonel López,UNAM,LigaMX,28,0,4,82,4,0.0,48,2,15,1415.0,2641.0
Leonel López,UNAM,LigaMX,28,0,4,82,4,0.0,48,5,29,936.0,2641.0
Leonel Prieto,UANL,LigaMX,20,0,0,1,0,0.0,0,1,0,4442.5,3358.5
Lisandro López,Tijuana,LigaMX,32,4,0,103,8,0.11,25,4,7,2316.5,762.0
Lucao,Puebla,LigaMX,29,1,1,44,1,0.13,13,3,8,2173.0,1791.0
Lucas Cavallini,Tijuana,LigaMX,29,2,2,14,9,0.07,22,3,8,2397.0,1041.0
Lucas Di Yorio,León,LigaMX,25,11,2,18,28,0.14,47,3,12,2169.5,348.5
Lucas González,Santos,LigaMX,22,1,1,29,1,0.13,15,3,5,2471.0,1791.0
Lucas Rodríguez,Tijuana,LigaMX,25,6,3,139,13,0.14,100,22,38,240.0,519.5
Lucas Romero,León,LigaMX,28,0,1,80,6,0.0,47,11,23,1109.5,2488.0
Lucas Trezza,Atlas,LigaMX,25,0,0,5,0,0.0,5,2,4,3717.0,3358.5
Luis Abram,Cruz Azul,LigaMX,26,0,0,15,0,0.0,4,1,0,4061.0,3358.5
Luis Alfonso Rodríguez,FC Juárez,LigaMX,31,0,0,76,2,0.0,24,11,5,2206.0,2830.0
Luis Alfonso Rodríguez,FC Juárez,LigaMX,31,0,0,76,2,0.0,24,0,0,3652.5,2830.0
Luis Alfonso Rodríguez,FC Juárez,LigaMX,31,0,0,76,2,0.0,5,11,5,2206.0,2830.0
Luis Alfonso Rodríguez,FC Juárez,LigaMX,31,0,0,76,2,0.0,5,0,0,3652.5,2830.0
Luis Alfonso Rodríguez,FC Juárez,LigaMX,31,0,0,76,0,0,24,11,5,2206.0,3358.5
Luis Alfonso Rodríguez,FC Juárez,LigaMX,31,0,0,76,0,0,24,0,0,3652.5,3358.5
Luis Alfonso Rodríguez,FC Juárez,LigaMX,31,0,0,76,0,0,5,11,5,2206.0,3358.5
Luis Alfonso Rodríguez,FC Juárez,LigaMX,31,0,0,76,0,0,5,0,0,3652.5,3358.5
Luis Alfonso Rodríguez,UANL,LigaMX,31,0,0,13,2,0.0,24,11,5,2967.5,2830.0
Luis Alfonso Rodríguez,UANL,LigaMX,31,0,0,13,2,0.0,24,0,0,4414.0,2830.0
Luis Alfonso Rodríguez,UANL,LigaMX,31,0,0,13,2,0.0,5,11,5,2967.5,2830.0
Luis Alfonso Rodríguez,UANL,LigaMX,31,0,0,13,2,0.0,5,0,0,4414.0,2830.0
Luis Alfonso Rodríguez,UANL,LigaMX,31,0,0,13,0,0,24,11,5,2967.5,3358.5
Luis Alfonso Rodríguez,UANL,LigaMX,31,0,0,13,0,0,24,0,0,4414.0,3358.5
Luis Alfonso Rodríguez,UANL,LigaMX,31,0,0,13,0,0,5,11,5,2967.5,3358.5
Luis Alfonso Rodríguez,UANL,LigaMX,31,0,0,13,0,0,5,0,0,4414.0,3358.5
Luis Calzadilla,Pachuca,LigaMX,22,0,0,1,0,0.0,4,0,0,4711.5,3358.5
Luis Chávez,Pachuca,LigaMX,26,3,4,264,27,0.04,123,13,60,305.5,918.0
Luis Cárdenas,Monterrey,LigaMX,28,0,0,0,0,0,5,0,0,4801.5,3358.5
Luis Enrique Quiñones,UANL,LigaMX,31,4,2,106,13,0.1,119,56,59,278.5,690.5
Luis Fernando Fuentes,América,LigaMX,35,0,1,86,4,0.0,55,34,23,755.0,2641.0
Luis Fernando León,Atlético,LigaMX,29,0,0,29,1,0.0,9,0,1,3820.0,3042.0
Luis Fernando Quintana,Necaxa,LigaMX,30,0,0,2,0,0.0,2,1,1,4169.0,3358.5
Luis Félix,Tijuana,LigaMX,21,0,0,4,0,0,7,2,2,3902.5,3358.5
Luis García,Puebla,LigaMX,29,0,5,10,2,0.0,28,10,15,1768.5,2830.0
Luis Montes,León,LigaMX,36,0,0,64,4,0.0,42,19,21,1647.5,2641.0
Luis Olivas,Guadalajara,LigaMX,22,1,0,33,2,0.08,3,0,1,3769.0,1788.5
Luis Ricardo Reyes,Atlas,LigaMX,31,1,4,122,2,0.0,82,25,52,182.5,2295.5
Luis Romo,Monterrey,LigaMX,27,2,4,189,13,0.05,103,36,51,117.0,1036.0
Luis Sánchez,Monterrey,LigaMX,22,0,0,7,0,0,2,0,1,4302.0,3358.5
Luis Ángel Malagón,América,LigaMX,25,0,0,0,0,0,2,0,0,4801.5,3358.5
Luis Ángel Malagón,América,LigaMX,25,0,0,0,0,0,2,1,0,4532.5,3358.5
Luis Ángel Malagón,América,LigaMX,25,0,0,0,0,0,5,0,0,4801.5,3358.5
Luis Ángel Malagón,América,LigaMX,25,0,0,0,0,0,5,1,0,4532.5,3358.5
Luis Ángel Malagón,América,LigaMX,25,0,0,0,0,0,2,0,0,4801.5,3358.5
Luis Ángel Malagón,América,LigaMX,25,0,0,0,0,0,2,1,0,4532.5,3358.5
Luis Ángel Malagón,América,LigaMX,25,0,0,0,0,0,5,0,0,4801.5,3358.5
Luis Ángel Malagón,América,LigaMX,25,0,0,0,0,0,5,1,0,4532.5,3358.5
Luis Ángel Malagón,Necaxa,LigaMX,25,0,0,0,0,0,2,0,0,4801.5,3358.5
Luis Ángel Malagón,Necaxa,LigaMX,25,0,0,0,0,0,2,1,0,4532.5,3358.5
Luis Ángel Malagón,Necaxa,LigaMX,25,0,0,0,0,0,5,0,0,4801.5,3358.5
Luis Ángel Malagón,Necaxa,LigaMX,25,0,0,0,0,0,5,1,0,4532.5,3358.5
Luis Ángel Malagón,Necaxa,LigaMX,25,0,0,0,0,0,2,0,0,4801.5,3358.5
Luis Ángel Malagón,Necaxa,LigaMX,25,0,0,0,0,0,2,1,0,4532.5,3358.5
Luis Ángel Malagón,Necaxa,LigaMX,25,0,0,0,0,0,5,0,0,4801.5,3358.5
Luis Ángel Malagón,Necaxa,LigaMX,25,0,0,0,0,0,5,1,0,4532.5,3358.5
Luís Cervantes,León,LigaMX,21,0,0,2,0,0,1,0,0,4665.5,3358.5
Léo Bonatini,Atlético,LigaMX,28,3,2,18,9,0.11,24,5,7,2167.5,755.0
Manuel Aguilar,UANL,LigaMX,19,0,0,0,0,0,0,0,0,4801.5,3358.5
Manuel Agustín Duarte,Querétaro,LigaMX,20,0,1,20,2,0.0,13,6,8,2306.5,2830.0
Marcel Ruiz,Toluca,LigaMX,21,3,2,180,13,0.08,65,17,21,635.5,854.5
Marcelo Barovero,Atlético,LigaMX,38,0,0,0,0,0,7,0,0,4801.5,3358.5
Marco Fabián,Mazatlán,LigaMX,33,1,1,38,7,0.04,30,12,13,1649.0,1503.5
Marco García,UNAM,LigaMX,22,0,0,35,4,0.0,23,7,7,2627.5,2641.0
Marino Hinestroza,Pachuca,LigaMX,20,1,2,13,7,0.05,29,6,8,2237.0,1481.0
Mario Osuna,FC Juárez,LigaMX,33,0,0,5,0,0.0,3,0,0,4593.0,3358.5
Mario Osuna,FC Juárez,LigaMX,33,0,0,5,0,0.0,3,3,3,3699.5,3358.5
Mario Osuna,FC Juárez,LigaMX,33,0,0,5,0,0.0,13,0,0,4593.0,3358.5
Mario Osuna,FC Juárez,LigaMX,33,0,0,5,0,0.0,13,3,3,3699.5,3358.5
Mario Osuna,FC Juárez,LigaMX,33,0,0,5,1,0.0,3,0,0,4593.0,3042.0
Mario Osuna,FC Juárez,LigaMX,33,0,0,5,1,0.0,3,3,3,3699.5,3042.0
Mario Osuna,FC Juárez,LigaMX,33,0,0,5,1,0.0,13,0,0,4593.0,3042.0
Mario Osuna,FC Juárez,LigaMX,33,0,0,5,1,0.0,13,3,3,3699.5,3042.0
Mario Osuna,Querétaro,LigaMX,33,1,1,24,0,0.0,3,0,0,3580.0,2824.0
Mario Osuna,Querétaro,LigaMX,33,1,1,24,0,0.0,3,3,3,2686.5,2824.0
Mario Osuna,Querétaro,LigaMX,33,1,1,24,0,0.0,13,0,0,3580.0,2824.0
Mario Osuna,Querétaro,LigaMX,33,1,1,24,0,0.0,13,3,3,2686.5,2824.0
Mario Osuna,Querétaro,LigaMX,33,1,1,24,1,0.0,3,0,0,3580.0,2507.5
Mario Osuna,Querétaro,LigaMX,33,1,1,24,1,0.0,3,3,3,2686.5,2507.5
Mario Osuna,Querétaro,LigaMX,33,1,1,24,1,0.0,13,0,0,3580.0,2507.5
Mario Osuna,Querétaro,LigaMX,33,1,1,24,1,0.0,13,3,3,2686.5,2507.5
Martín Barra,FC Juárez,LigaMX,20,0,1,1,0,0,1,0,1,3929.5,3358.5
Martín Barragán,Puebla,LigaMX,31,11,1,55,17,0.14,48,13,19,1265.0,378.0
Mateo Klimowicz,Atlético,LigaMX,22,1,1,32,6,0.05,23,8,11,1951.5,1552.5
Matías García,FC Juárez,LigaMX,30,1,0,37,3,0.1,24,5,16,2444.0,1581.0
Matías Kranevitter,Monterrey,LigaMX,29,0,0,38,0,0.0,11,1,3,3275.0,3358.5
Mauricio Isais,Pachuca,LigaMX,21,2,1,131,8,0.07,63,22,23,754.0,1106.5
Mauro Laínez,FC Juárez,LigaMX,26,1,1,24,2,0.1,18,9,7,2130.5,1683.0
Mauro Manotas,Atlas,LigaMX,27,0,0,0,1,0.0,6,1,2,4185.5,3042.0
Maximiliano Araújo,Toluca,LigaMX,22,6,4,48,15,0.18,59,18,26,740.0,421.0
Maximiliano Araújo,Toluca,LigaMX,22,6,4,48,15,0.18,59,14,15,1048.5,421.0
Maximiliano Araújo,Toluca,LigaMX,22,6,4,48,15,0.18,45,18,26,740.0,421.0
Maximiliano Araújo,Toluca,LigaMX,22,6,4,48,15,0.18,45,14,15,1048.5,421.0
Maximiliano Araújo,Toluca,LigaMX,22,6,4,48,10,0.04,59,18,26,740.0,927.5
Maximiliano Araújo,Toluca,LigaMX,22,6,4,48,10,0.04,59,14,15,1048.5,927.5
Maximiliano Araújo,Toluca,LigaMX,22,6,4,48,10,0.04,45,18,26,740.0,927.5
Maximiliano Araújo,Toluca,LigaMX,22,6,4,48,10,0.04,45,14,15,1048.5,927.5
Maximiliano Araújo,Puebla,LigaMX,22,1,3,43,15,0.18,59,18,26,849.5,842.0
Maximiliano Araújo,Puebla,LigaMX,22,1,3,43,15,0.18,59,14,15,1158.0,842.0
Maximiliano Araújo,Puebla,LigaMX,22,1,3,43,15,0.18,45,18,26,849.5,842.0
Maximiliano Araújo,Puebla,LigaMX,22,1,3,43,15,0.18,45,14,15,1158.0,842.0
Maximiliano Araújo,Puebla,LigaMX,22,1,3,43,10,0.04,59,18,26,849.5,1348.5
Maximiliano Araújo,Puebla,LigaMX,22,1,3,43,10,0.04,59,14,15,1158.0,1348.5
Maximiliano Araújo,Puebla,LigaMX,22,1,3,43,10,0.04,45,18,26,849.5,1348.5
Maximiliano Araújo,Puebla,LigaMX,22,1,3,43,10,0.04,45,14,15,1158.0,1348.5
Maximiliano Meza,Monterrey,LigaMX,29,3,5,130,18,0.06,113,44,62,82.0,872.0
Maximiliano Olivera,FC Juárez,LigaMX,30,2,4,167,9,0.05,64,23,29,275.5,1113.0
Maximiliano Silvera,FC Juárez,LigaMX,24,0,0,6,2,0.0,15,0,8,3848.5,2830.0
Maximiliano Silvera,FC Juárez,LigaMX,24,0,0,6,2,0.0,15,2,3,3757.5,2830.0
Maximiliano Silvera,FC Juárez,LigaMX,24,0,0,6,2,0.0,13,0,8,3848.5,2830.0
Maximiliano Silvera,FC Juárez,LigaMX,24,0,0,6,2,0.0,13,2,3,3757.5,2830.0
Maximiliano Silvera,FC Juárez,LigaMX,24,0,0,6,4,0.1,15,0,8,3848.5,2028.5
Maximiliano Silvera,FC Juárez,LigaMX,24,0,0,6,4,0.1,15,2,3,3757.5,2028.5
Maximiliano Silvera,FC Juárez,LigaMX,24,0,0,6,4,0.1,13,0,8,3848.5,2028.5
Maximiliano Silvera,FC Juárez,LigaMX,24,0,0,6,4,0.1,13,2,3,3757.5,2028.5
Maximiliano Silvera,Necaxa,LigaMX,24,1,1,11,2,0.0,15,0,8,3196.0,2295.5
Maximiliano Silvera,Necaxa,LigaMX,24,1,1,11,2,0.0,15,2,3,3105.0,2295.5
Maximiliano Silvera,Necaxa,LigaMX,24,1,1,11,2,0.0,13,0,8,3196.0,2295.5
Maximiliano Silvera,Necaxa,LigaMX,24,1,1,11,2,0.0,13,2,3,3105.0,2295.5
Maximiliano Silvera,Necaxa,LigaMX,24,1,1,11,4,0.1,15,0,8,3196.0,1494.0
Maximiliano Silvera,Necaxa,LigaMX,24,1,1,11,4,0.1,15,2,3,3105.0,1494.0
Maximiliano Silvera,Necaxa,LigaMX,24,1,1,11,4,0.1,13,0,8,3196.0,1494.0
Maximiliano Silvera,Necaxa,LigaMX,24,1,1,11,4,0.1,13,2,3,3105.0,1494.0
Michael Estrada,Cruz Azul,LigaMX,26,3,1,12,5,0.1,19,3,7,2747.5,1101.0
Michell Rodríguez,Monterrey,LigaMX,21,0,0,0,0,0,0,0,0,4801.5,3358.5
Miguel Barbieri,Querétaro,LigaMX,28,2,0,28,3,0.18,7,1,0,3784.5,1137.5
Miguel Jiménez Ponce,Guadalajara,LigaMX,32,0,0,0,0,0,6,0,1,4574.0,3358.5
Miguel Layún,América,LigaMX,34,0,6,55,3,0.0,53,30,31,392.0,2728.0
Miguel Ortega,UANL,LigaMX,27,0,0,0,0,0,0,0,0,4801.5,3358.5
Miguel Pedroza,Necaxa,LigaMX,19,0,0,0,0,0,2,0,1,4574.0,3358.5
Miguel Sansores,Mazatlán,LigaMX,31,2,1,10,6,0.11,26,1,17,2714.0,1026.0
Miguel Tapias,Pachuca,LigaMX,25,0,0,30,4,0.0,10,1,2,3426.5,2641.0
Miguel Ángel Ponce,Guadalajara,LigaMX,33,0,0,4,0,0,0,0,0,4624.5,3358.5
Milton Giménez,Necaxa,LigaMX,25,4,2,29,10,0.09,40,6,16,1655.0,804.0
Misael Domínguez,Tijuana,LigaMX,22,0,0,21,0,0.0,13,4,6,3055.0,3358.5
Nahuel Guzmán,UANL,LigaMX,36,0,0,0,0,0,10,0,1,4574.0,3358.5
Nicolás Benedetti,Mazatlán,LigaMX,25,7,5,101,20,0.14,104,26,47,170.5,417.5
Nicolás Díaz Huincales,Tijuana,LigaMX,23,0,1,99,2,0.0,34,16,16,1045.5,2830.0
Nicolás Freire,UNAM,LigaMX,28,2,1,118,3,0.17,41,4,18,1445.0,1164.0
Nicolás Ibáñez,Pachuca,LigaMX,27,13,0,23,28,0.18,45,7,23,2385.5,270.0
Nicolás Ibáñez,Pachuca,LigaMX,27,13,0,23,28,0.18,45,0,6,3560.5,270.0
Nicolás Ibáñez,Pachuca,LigaMX,27,13,0,23,28,0.18,10,7,23,2385.5,270.0
Nicolás Ibáñez,Pachuca,LigaMX,27,13,0,23,28,0.18,10,0,6,3560.5,270.0
Nicolás Ibáñez,Pachuca,LigaMX,27,13,0,23,8,0.08,45,7,23,2385.5,788.5
Nicolás Ibáñez,Pachuca,LigaMX,27,13,0,23,8,0.08,45,0,6,3560.5,788.5
Nicolás Ibáñez,Pachuca,LigaMX,27,13,0,23,8,0.08,10,7,23,2385.5,788.5
Nicolás Ibáñez,Pachuca,LigaMX,27,13,0,23,8,0.08,10,0,6,3560.5,788.5
Nicolás Ibáñez,UANL,LigaMX,27,3,1,6,28,0.18,45,7,23,2220.5,478.5
Nicolás Ibáñez,UANL,LigaMX,27,3,1,6,28,0.18,45,0,6,3395.5,478.5
Nicolás Ibáñez,UANL,LigaMX,27,3,1,6,28,0.18,10,7,23,2220.5,478.5
Nicolás Ibáñez,UANL,LigaMX,27,3,1,6,28,0.18,10,0,6,3395.5,478.5
Nicolás Ibáñez,UANL,LigaMX,27,3,1,6,8,0.08,45,7,23,2220.5,997.0
Nicolás Ibáñez,UANL,LigaMX,27,3,1,6,8,0.08,45,0,6,3395.5,997.0
Nicolás Ibáñez,UANL,LigaMX,27,3,1,6,8,0.08,10,7,23,2220.5,997.0
Nicolás Ibáñez,UANL,LigaMX,27,3,1,6,8,0.08,10,0,6,3395.5,997.0
Nicolás López,UANL,LigaMX,28,2,3,38,10,0.03,46,12,26,1002.5,1123.0
Nicolás Vikonis,Mazatlán,LigaMX,38,0,0,0,0,0,4,1,0,4532.5,3358.5
Néstor Araujo,América,LigaMX,30,0,1,66,0,0.0,12,8,2,2073.5,3358.5
Néstor Vidrio,Mazatlán,LigaMX,33,0,0,65,3,0.0,20,4,5,2610.5,2728.0
Omar Campos,Santos,LigaMX,20,1,2,94,4,0.04,76,26,35,374.5,1728.0
Omar Fernández Frasica,Puebla,LigaMX,29,4,2,84,9,0.24,63,31,33,373.0,469.0
Omar Govea,Monterrey,LigaMX,26,0,2,31,1,0.0,11,6,6,1955.5,3042.0
Omar Israel Mendoza,Querétaro,LigaMX,33,0,2,86,0,0.0,39,16,16,805.5,3358.5
Omar Moreno,Mazatlán,LigaMX,17,0,0,4,2,0.0,6,1,2,4008.5,2830.0
Oscar Jiménez,América,LigaMX,33,0,0,0,0,0,0,0,0,4801.5,3358.5
Oscar Villa,León,LigaMX,21,0,0,15,0,0.0,7,2,3,3532.0,3358.5
Osvaldo Rodríguez del Portal,León,LigaMX,25,1,1,76,3,0.06,43,14,17,1179.5,1754.0
Oswaldo Alanís,Mazatlán,LigaMX,33,3,0,49,6,0.19,10,0,1,3629.5,811.0
Ozziel Herrera,Atlas,LigaMX,21,6,5,65,18,0.1,60,16,33,487.5,597.5
Pablo Barrera,Querétaro,LigaMX,35,3,6,120,12,0.05,133,39,76,71.0,973.5
Pablo Bennevendo Peña,UNAM,LigaMX,22,0,1,72,0,0.0,28,11,15,1347.0,3358.5
Pablo González Díaz,Puebla,LigaMX,30,0,0,45,1,0.0,14,1,7,2950.0,3042.0
Pablo Monroy,UNAM,LigaMX,20,0,2,20,0,0.0,21,7,12,1915.0,3358.5
Pablo Parra,Puebla,LigaMX,28,1,0,27,4,0.08,24,10,11,2474.0,1599.5
Paolo Yrizar,Guadalajara,LigaMX,24,0,0,0,0,0,0,0,0,4801.5,3358.5
Patrick Villa,Puebla,LigaMX,18,0,0,0,0,0.0,1,0,0,4801.5,3358.5
Paul Bellón,León,LigaMX,25,2,0,51,6,0.15,16,4,7,2608.0,948.0
Paulino,Pachuca,LigaMX,25,1,3,35,7,0.05,38,13,16,1192.5,1481.0
Pavel Pérez,Guadalajara,LigaMX,24,2,0,29,4,0.11,43,8,13,2503.5,1179.0
Pedro Aquino,América,LigaMX,27,0,1,63,2,0.0,26,2,10,2046.0,2830.0
Pedro Pedraza,Pachuca,LigaMX,22,0,0,4,0,0,2,0,0,4624.5,3358.5
Rafael Baca,Cruz Azul,LigaMX,32,1,1,52,1,0.25,17,5,9,1877.0,1593.0
Rafael Carioca,UANL,LigaMX,33,0,2,201,6,0.0,68,29,27,401.5,2488.0
Rafael Fernández,Querétaro,LigaMX,21,1,0,43,2,0.14,7,8,1,2978.0,1555.0
Rafael Guerrero,Cruz Azul,LigaMX,19,0,0,27,2,0.0,2,0,0,4089.5,2830.0
Rafael Ramírez,Necaxa,LigaMX,29,0,0,0,0,0,0,0,0,4801.5,3358.5
Ramiro Carrera,Cruz Azul,LigaMX,28,0,0,12,3,0.0,12,4,5,3339.0,2728.0
Ramiro Funes Mori,Cruz Azul,LigaMX,31,1,0,75,7,0.04,15,5,1,2827.0,1503.5
Ramón Juárez,Atlético,LigaMX,21,0,0,4,1,0.0,2,0,0,4624.5,3042.0
Raymundo Fulgencio,UANL,LigaMX,22,1,2,39,5,0.05,55,14,22,1134.0,1632.0
Raúl Camacho,Mazatlán,LigaMX,20,0,0,1,1,0.0,6,1,1,4215.0,3042.0
Raúl Castillo,Puebla,LigaMX,20,0,0,0,0,0.0,2,0,2,4454.5,3358.5
Raúl López Gómez,Santos,LigaMX,29,0,1,35,5,0.0,22,15,11,1656.0,2567.5
Raúl López Gómez,Santos,LigaMX,29,0,1,35,5,0.0,22,6,4,2275.5,2567.5
Raúl López Gómez,Santos,LigaMX,29,0,1,35,5,0.0,11,15,11,1656.0,2567.5
Raúl López Gómez,Santos,LigaMX,29,0,1,35,5,0.0,11,6,4,2275.5,2567.5
Raúl López Gómez,Santos,LigaMX,29,0,1,35,1,0.0,22,15,11,1656.0,3042.0
Raúl López Gómez,Santos,LigaMX,29,0,1,35,1,0.0,22,6,4,2275.5,3042.0
Raúl López Gómez,Santos,LigaMX,29,0,1,35,1,0.0,11,15,11,1656.0,3042.0
Raúl López Gómez,Santos,LigaMX,29,0,1,35,1,0.0,11,6,4,2275.5,3042.0
Raúl López Gómez,Toluca,LigaMX,29,0,0,15,5,0.0,22,15,11,2553.5,2567.5
Raúl López Gómez,Toluca,LigaMX,29,0,0,15,5,0.0,22,6,4,3173.0,2567.5
Raúl López Gómez,Toluca,LigaMX,29,0,0,15,5,0.0,11,15,11,2553.5,2567.5
Raúl López Gómez,Toluca,LigaMX,29,0,0,15,5,0.0,11,6,4,3173.0,2567.5
Raúl López Gómez,Toluca,LigaMX,29,0,0,15,1,0.0,22,15,11,2553.5,3042.0
Raúl López Gómez,Toluca,LigaMX,29,0,0,15,1,0.0,22,6,4,3173.0,3042.0
Raúl López Gómez,Toluca,LigaMX,29,0,0,15,1,0.0,11,15,11,2553.5,3042.0
Raúl López Gómez,Toluca,LigaMX,29,0,0,15,1,0.0,11,6,4,3173.0,3042.0
Raúl Sandoval,Mazatlán,LigaMX,22,0,0,23,1,0.0,14,8,6,2833.5,3042.0
Raúl Torres Rodríguez,Querétaro,LigaMX,25,1,0,14,1,1.0,6,2,2,3666.5,1464.0
Renato Ibarra,Tijuana,LigaMX,31,2,1,33,12,0.07,35,7,11,1970.5,977.0
Ricardo Chávez Soto,Atlético,LigaMX,27,0,4,100,9,0.0,72,22,32,258.0,2292.5
Ricardo Gutiérrez,Mazatlán,LigaMX,25,0,0,0,0,0,2,0,1,4574.0,3358.5
Ricardo Monreal,Necaxa,LigaMX,21,2,3,32,7,0.08,38,3,16,1700.5,1131.0
Richard Sánchez,América,LigaMX,26,4,2,220,13,0.15,108,26,51,285.5,541.5
Roberto Alvarado,Guadalajara,LigaMX,23,3,3,143,16,0.06,112,30,47,182.5,888.0
Roberto Meraz,Mazatlán,LigaMX,22,2,1,71,4,0.13,28,11,17,1293.5,1146.0
Roberto de la Rosa,Pachuca,LigaMX,22,3,2,27,17,0.03,53,7,21,1586.0,960.0
Rodolfo Cota,León,LigaMX,35,0,0,0,1,0.0,6,0,0,4801.5,3042.0
Rodolfo Pizarro,Monterrey,LigaMX,28,0,2,40,4,0.0,35,11,19,1266.0,2641.0
Rodrigo Aguirre,Monterrey,LigaMX,27,8,4,37,18,0.1,68,15,27,904.5,511.5
Rodrigo Armando González,Atlético,LigaMX,27,0,0,13,0,0.0,2,0,2,4067.0,3358.5
Rodrigo Dourado,Atlético,LigaMX,28,0,1,97,0,0.0,38,4,12,1639.0,3358.5
Rodrigo Godínez,Tijuana,LigaMX,29,0,0,47,2,0.0,10,5,3,2838.0,2830.0
Rodrigo Huescas,Cruz Azul,LigaMX,18,4,5,40,8,0.2,36,14,13,1174.0,584.0
Rodrigo López,Querétaro,LigaMX,20,2,0,71,4,0.1,37,11,18,1825.0,1250.0
Rodrigo Parra,Tijuana,LigaMX,18,0,0,8,0,0,1,0,0,4514.0,3358.5
Rogelio Cortéz Pineda,Necaxa,LigaMX,18,0,0,8,2,0.0,6,1,3,3822.0,2830.0
Rogelio Funes Mori,Monterrey,LigaMX,31,16,3,35,31,0.19,64,12,26,1022.5,243.5
Roger Martínez,América,LigaMX,28,3,0,31,4,0.19,18,13,6,2469.5,964.0
Romario Ibarra,Pachuca,LigaMX,27,1,0,12,6,0.07,14,2,5,3510.5,1480.5
Román Martínez,América,LigaMX,19,0,0,1,1,0.0,5,0,2,4364.5,3042.0
Ronaldo Cisneros,Guadalajara,LigaMX,25,2,1,11,7,0.14,17,2,6,2922.5,897.5
Ronaldo Prieto,Santos,LigaMX,25,0,0,14,0,0.0,7,2,2,3666.5,3358.5
Rubens Sambueza,Atlético,LigaMX,38,1,1,22,1,0.25,15,7,5,2390.0,1593.0
Sabin Merino,Atlético,LigaMX,30,2,0,10,5,0.09,7,5,2,3526.5,1244.0
Salvador Mariscal,Santos,LigaMX,19,0,0,16,1,0.0,5,2,2,3558.5,3042.0
Salvador Reyes Chávez,América,LigaMX,24,1,1,31,3,0.1,24,10,16,1715.0,1581.0
Samir Santos,UANL,LigaMX,27,2,1,63,6,0.13,13,3,5,2154.0,993.0
Santiago Giménez,Cruz Azul,LigaMX,21,5,0,8,4,0.17,12,2,6,3533.5,919.5
Santiago Muñóz,Santos,LigaMX,19,0,0,5,2,0.0,7,1,3,3901.0,2830.0
Santiago Ormeño,FC Juárez,LigaMX,28,0,0,2,0,0,1,0,1,4438.0,3358.5
Santiago Ormeño,FC Juárez,LigaMX,28,0,0,2,0,0,1,2,6,3685.0,3358.5
Santiago Ormeño,FC Juárez,LigaMX,28,0,0,2,0,0,13,0,1,4438.0,3358.5
Santiago Ormeño,FC Juárez,LigaMX,28,0,0,2,0,0,13,2,6,3685.0,3358.5
